1,6,698
1,16,174
1,30,190
1,35,64
1,36,149
1,45,197
1,56,245
1,60,157
1,63,118
1,82,498
1,95,787
1,105,496
1,121,687
1,123,198
1,136,287
1,144,22
1,151,752
1,154,47
1,156,506
1,156,734
1,164,170
1,169,497
1,170,785
1,183,700
1,189,570
1,204,701
1,213,372
1,248,587
1,265,291
1,270,109
1,274,26
1,284,637
1,290,549
1,291,498
1,295,2
1,305,628
1,318,177
1,324,319
1,333,49
1,335,516
1,337,440
1,342,519
1,344,68
1,347,588
1,350,780
1,360,766
1,362,17
1,396,120
1,397,509
1,399,99
1,426,353
1,429,723
1,438,284
1,440,35
1,463,541
1,465,739
1,477,6
1,488,531
1,507,766
1,515,145
1,518,81
1,540,312
1,547,152
1,550,230
1,553,774
1,563,244
1,574,130
1,579,738
1,580,104
1,589,759
1,595,455
1,608,668
1,612,103
1,616,567
1,621,280
1,629,80
1,642,314
1,659,642
1,662,683
1,665,748
1,667,435
1,676,690
1,687,439
1,691,539
1,703,559
1,705,13
1,715,411
1,721,123
1,736,268
1,761,132
1,763,290
1,769,689
1,778,574
1,779,388
2,464,280
